name,age,income,zip,net_worth
Gina Velasquez,57,104461,33968,1364583
Zena Rogers,59,30311,49785,108354
Barbara Bates,40,119626,52566,211052
Tony Royce,51,25811,82564,10194
Daniel Brannon,50,44097,48910,286124
Jill King,65,54292,90214,853523
Stormy Dixon,19,75059,49785,197370
Lora Taylor,63,85678,59686,361944
Monica Barnett,34,70353,57067,200845
Russell Ginsberg,53,133610,81162,968668
Joseph Siu,46,87254,57129,211579
Deborah Kornegay,41,42560,49785,521120
David Depue,31,105769,29256,170784
Grant Radke,38,38472,92366,386994
Carmine Mclain,34,67492,30175,176828
Marguerite Lorenzo,24,129629,29579,395980
Kimberly Lewis,65,125573,48154,749677
Lynette Wilson,64,52391,14100,560622
Bryan Gunn,45,167537,59686,83806
Jo Greening,56,45377,90214,449888
Christopher Jumper,23,104869,41318,346705
Stella Goodman,62,45594,81722,805162
Thomas Hairston,30,49242,60059,308135
Shellie Rogers,31,72056,29256,262247
Gregory Lewis,39,38101,34618,234345
Robert Komsthoeft,32,101910,40445,368370
Leo Armstrong,39,79684,29579,896741
Jeff Lamb,50,88992,31724,716374
Brandon Lackey,37,36342,79775,211029
Susan Goodwin,34,49775,82564,61640
Rosalinda Davis,60,40946,81722,111609
Danielle Tschanz,59,99388,81722,518872
Pauline Sanchez,40,67509,48910,420417
Douglas Chambers,30,33158,55803,58848
Mary Robbins,42,29313,31724,168156
Christopher Davis,29,98911,41995,223036
Norman Wooley,42,60363,82564,479953
Nancy Cardoza,53,131863,61065,314232
Christine Tso,64,32967,53351,243847
Mario Pinder,48,51066,31643,220990
Gilda Graham,49,171950,89947,1838762
Alexander Dishong,19,29354,59686,100779
Tracy Salazar,34,36403,31724,234213
Bernadette Kubin,43,103532,55803,260426
Donald Sears,46,80040,52566,1085297
Woodrow Dakins,35,46673,92366,96012
Ora Backstrom,47,54840,41995,408778
Terrence Lombardo,23,71832,31643,326268
Duane Seefeldt,22,69979,81722,208493
Sheri Bradley,53,82289,55803,1028253
Dawn Smith,38,48741,49890,225422
Julie Woodward,63,71657,30175,1014204
Jim Gifford,62,41386,11251,225963
Robert White,37,30912,48154,243999
Amy Ford,30,155028,79775,1352839
Randall Creech,63,58236,48910,97018
Barbara Padgett,55,22705,14100,128089
Gail Townsend,57,38526,52566,523381
Irene Stewart,51,52558,48154,38747
Brittany Adams,48,78132,57067,1004384
Pa Castillo,63,32503,52566,30619
Tarah Matthews,62,34130,49890,379487
Carey Diaz,65,100354,41995,800960
Valerie Hall,32,108023,52566,154946
Jimmie Larue,37,35731,40445,200134
Janice Longenberger,22,143220,41318,488954
Melvin Schultz,37,65913,90214,187089
Guadalupe Neher,23,51312,31724,177106
Frank Caccavale,32,57793,29256,238229
Patrick Boone,57,33970,41995,102730
Albert Ward,25,89203,61065,595664
Paul Powell,28,60021,41995,499201
John Conner,54,39863,11251,296032
Mark Whirry,64,69167,33968,1252588
Hisako Holt,41,54504,55803,399728
Benjamin Gardner,39,92508,49890,676464
Violet Rivera,29,94416,23944,544595
Carlos Stark,18,48761,29256,118682
James Buss,53,31078,53351,393723
Carmen Gertsch,31,145407,49785,798503
Cortez Kooser,28,45053,31643,67244
David Rogge,46,61617,90214,839132
Mary Valdes,54,69188,31643,756814
Leonard Mcgann,28,171160,61910,40024
Esther Evans,55,82855,14100,1357592
Stephan Hannan,38,39004,57067,274016
Don Lopez,34,57056,52566,226702
Barbara Alton,59,63929,93287,1107306
Anthony Ranck,36,35991,23944,185650
Eugene Gjertsen,29,49879,55803,127279
Rosalind Atkins,40,64646,29256,774725
Raymond Currie,21,33432,70658,32846
Flora Lietzke,42,48081,11251,191984
Jason Carrington,53,29764,23944,370241
John Montgomery,25,33076,53351,167707
Jason Lapage,30,81146,30175,529925
Denis Gibson,46,21929,93287,11144
Stephanie Chesser,40,40905,62919,81842
Cindy Mccurry,37,79881,31724,613656
Jody Abbe,48,32876,79775,22301
Krysta Hamilton,27,82162,79775,604348
Megan Kirchner,34,58498,72096,568548
Terrell Gutierrez,43,101257,79775,415058
Reta Covington,24,69889,14100,485598
Jacqueline Meinhart,49,151367,11251,318468
Sue Clemens,57,31928,72096,384932
Marjorie Taylor,37,36050,55803,206516
Faith Cooley,46,60964,82564,11295
Kristen Isreal,43,63687,60059,329712
Danielle Campbell,24,57119,34618,123959
Philip Ballou,22,107747,92366,22459
Robert Booth,24,28232,89947,59922
Alice Garvey,35,85645,61910,727938
Roger Dolezal,56,80070,80728,1195440
Curt Libengood,22,66612,62919,329137
Maureen Holley,39,83153,55803,108501
Jim Bickley,63,124611,57129,1290776
Paul Anders,55,66418,11251,20433
Teresa Plummer,25,83376,82564,459778
Keiko Martinez,42,65609,60059,435400
Ethel Farfalla,35,70706,93287,691604
Mary Hughes,54,85482,93287,495244
Wanda Gehring,19,80164,52566,375419
Louise Farr,65,27229,53351,92098
Jennifer Bell,59,53281,31643,379787
Catherine Samuels,54,127739,41318,1308587
Mary Jimenez,21,52571,61065,280544
Lindsey Villanueva,34,23096,23944,220190
Bradley Swartz,48,61627,61065,11055
Addie Evans,24,146543,29256,603086
Oscar Nicewander,52,89895,61065,719194
Charles Ferraraccio,34,48787,81162,305717
Fred Lopez,41,38070,29256,12581
Samuel Reese,42,28953,48154,122763
Maria Mcguire,30,56943,52566,82806
Tara Cantu,27,73375,85486,465542
Alice Parker,43,95438,72096,962678
Billy Delacruz,53,55660,79775,458783
Alia Carlyon,61,38875,59686,292051
Angela Whitt,58,87223,80728,318127
Angelo Walker,34,63682,72096,250078
Tyler Barley,61,44418,40445,503033
Leroy Horwath,47,74917,62919,425258
Robert Walker,42,40652,40445,257994
Bruce Mcmorris,45,49913,49890,480299
Ricardo Spilman,60,47018,49785,778204
Cora Stacy,22,31684,85486,94678
Michael Stevens,56,97567,62919,894133
James Reeder,34,54125,49890,31425
Gail Myers,51,95673,40064,725336
Cathryn Debarge,29,160153,30175,958608
Jonathan Schmidt,52,53238,70658,130510
Nell Langdon,40,74227,61065,709991
Jose Lewis,35,102287,52566,498387
Rhonda Coble,57,98046,29579,761122
Marietta Chivers,20,31874,61065,143378
Elvin Kelley,42,62990,48910,519669
Zack Arnold,40,99128,31643,597965
Nilsa Richards,29,105443,34618,809494
Brandy Feith,42,58053,59686,468772
Joseph Hood,36,57875,14100,19467
Michael Johnson,19,32238,49785,131658
Martha Foley,27,77928,59686,322878
Virginia Sibley,59,65470,40064,1148705
Paul Hackwell,62,59082,31643,371470
Kenneth James,63,41050,31724,609831
Michael Forest,21,96040,61065,162117
Adam Gower,43,40357,14100,329712
Amy Aberle,23,52252,81722,17956
Sue Lewis,29,161722,52566,472334
Kia Stern,39,52363,93287,255761
Gary Douglas,33,123035,31643,805003
Marie Root,48,68101,57067,431039
Jessica Mccarthy,18,38144,90214,195385
Arthur Clark,61,29373,89947,126692
Louis Mundt,19,63423,62919,181560
Herbert Mclellan,62,52754,11251,877900
Noel Miller,23,60410,48910,140801
Lois Tedeschi,32,40863,81722,170834
Minerva Wiener,48,168178,79775,933917
Cari Shook,32,53774,30175,490046
Linda Goldman,18,25361,40064,105264
Amanda Garza,47,50820,31724,252902
Laurel Gregg,49,111057,41995,332648
Christina Fox,28,67805,81162,498981
Jeffrey Bundick,56,54986,29256,849740
Casey Gaither,46,43686,62919,511843
Dustin Zuchelkowski,33,55282,49890,105132
Tracy Zebell,35,158304,40445,1061274
Danny Josey,33,114486,29579,635190
Josefina Blomquist,38,47181,41318,457378
Mary Barrett,56,81638,14100,1332141
Gaynelle Ragan,65,77909,70658,601117
Michael Demelo,45,111569,61065,379266
Danita Fogle,30,38137,72096,71838
Ethel Martin,59,70846,62919,1063746
Kimberly Bianchi,22,44168,61910,31539
John Harms,25,59174,49890,424632
Brenda Sandoval,19,88998,70658,95323
Mayra Gaines,64,29331,23944,479948
Roland Duncan,20,63080,14100,112407
Alexander Mcdonald,25,45249,29256,327904
James England,19,71559,31724,96687
Kim Edwards,32,48285,30175,443747
Russell Anderson,51,32433,82564,480920
Wilma Mushtaq,56,115120,34618,1323268
Robert Hamel,52,87339,49785,68693
Jason Lewis,60,136484,23944,2272808
Lisa Norberg,41,89997,14100,927671
Elizabeth Woodard,53,88685,49785,17954
Joseph Sanges,63,81158,61065,1061348
Kimberly Beggs,34,91867,30175,796078
Abigail Trafton,25,58328,40445,98134
Marie Davis,35,44580,90214,138053
Laurie Harden,38,40488,81162,312570
Kimberly Wayne,45,68994,48910,815366
Aaron Bogle,61,43972,34618,76580
Ryan Morton,38,18283,60059,66807
Michael Funston,37,72180,29579,227020
Claude Vazquez,20,42616,61910,127514
Joseph Parker,39,48667,57067,418400
Bobby Mcqueeney,28,80920,62919,604375
Judy Reed,28,106176,23944,228220
Walter Hepler,61,134038,60059,1162996
Carl Cozzi,29,53488,40064,331121
Michael Peterson,22,19593,60059,45893
Margaret Watson,59,37177,90214,26576
David Malton,44,134079,81162,75076
Claudia Lay,63,42460,31724,404955
Barry Quinones,38,70042,80728,653981
Cameron Sweat,25,107773,85486,718941
Margaret Tiemann,63,103970,57067,1812872
Danny Thomas,54,23215,57067,189520
Barbara Fritz,33,67000,82564,261976
Gregory Amaral,24,104007,93287,503940
Ethel Blair,54,104684,55803,7656
Susan Branum,52,65345,72096,767191
Matthew Bailey,25,36153,41995,42494
Marcella Solem,21,23713,11251,67016
Melissa Harrington,63,62026,81162,565262
Peggy Klein,58,57280,14100,614676
Gail Laforest,29,40140,33968,87171
Marilyn Christenson,22,71693,48154,446352
Patricia Huntsman,64,98515,79775,81433
Theo Perez,18,65209,31643,57512
Lisa Owens,46,70431,34618,100355
Mary Ankrom,48,40048,89947,273694
Paula Goad,23,85953,48910,409720
Jennifer Mrowka,47,74015,34618,382427
Michael Martinez,37,50274,82564,457165
Frank Williams,34,46689,34618,469254
Karen Hayton,41,74997,81162,53629
Casey Matthew,32,50951,72096,347965
Kimberly Kremer,65,54548,30175,194488
David Forsman,23,78132,40445,99716
Jessie Vasquez,60,68008,55803,169067
Theron Henry,19,93706,80728,356319
Noah Meredith,28,51812,31643,93641
Giuseppe Pittman,27,61328,41995,39540
Johnny Minnich,37,44684,48910,184679
Terry Mickey,21,41037,30175,67377
Lauren Harrelson,40,100061,72096,990763
Anthony Macfarland,29,58567,41318,307003
Casey Mcelroy,41,73169,57129,76074
Thelma Coble,56,67130,49890,941408
Catherine Lim,64,86025,41318,877120
Wesley Enright,18,51286,41995,267078
Ashley Jenks,46,109730,41318,1547292
Roberta Antone,29,35266,49890,60479
Douglas Lampkin,24,93305,59686,136335
Henry Bonnette,38,113479,53351,1111108
Brian Himes,19,114196,11251,343038
Marion Winters,57,38465,33968,525175
Georgiann Lewis,45,178658,29579,1882839
David David,38,60794,81722,624323
Matthew Cramer,41,31724,81162,219802
Robert Henderson,44,65727,48154,737413
Shelby Mendez,33,94464,80728,894643
Rosemarie Finch,30,65695,48154,339423
Chad Morin,46,121422,11251,79387
Ida Erikson,34,31224,41995,217664
Kristen Galuska,64,93488,81162,1752115
Timothy Garcia,56,102642,62919,657672
Steven Scalf,30,45677,72096,95359
Ray Jenkins,50,54577,29256,249322
Megan Smith,48,38465,79775,411486
Kent Disla,54,72513,52566,1030122
Lois Diaz,61,73801,11251,785982
Viola Poston,38,39445,80728,79299
Thomas Price,22,127147,53351,32679
Tyree Johnson,20,83420,53351,16834
Edward Neumaier,49,92790,57067,805379
Robert Hauff,40,54079,61910,286595
Raymond Gould,41,46792,53351,357210
Grace Porter,24,77829,61910,409135
Tawnya Herrin,33,39066,81722,153326
Zofia Burruss,55,87449,31643,1099566
David Canavan,54,65316,59686,833542
Herlinda Huey,54,67396,81722,720103
Robert Ruiz,64,35362,31724,635976
Kevin Anderson,61,117663,49785,2017071
Debra Ness,50,34802,33968,329337
Helen Carrabine,28,60729,93287,408878
Joe Vergari,43,75461,57067,866463
Christopher Jamison,22,49116,62919,283281
Dawn Spriggs,37,101592,29579,844512
Ralph Holstein,40,59464,62919,380930
Lizzie Scott,29,61046,29256,296878
Deanna Ballesteros,33,89839,92366,594562
Stanley Widener,20,47315,90214,133715
Dorthy Watson,25,46780,92366,120872
Alfred Cuellar,39,75464,80728,252387
Teresa Vaughan,50,54984,33968,702356
Diana Underwood,34,101112,81162,577177
Franklin Rodriguez,58,57029,30175,513612
Eric Kinsey,62,74032,49785,674433
Robert Gifford,29,58040,59686,255303
Ione Crum,31,119623,53351,1062960
Walter Wood,48,79572,11251,845765
Amanda Goodman,61,39487,89947,371987
Dan Bartel,32,35049,89947,99298
Maria Jansons,32,24301,80728,129374
Sharon Allen,52,76820,49785,598591
Brian Wright,62,28688,55803,348482
Floyd Heavener,50,37358,93287,237936
Maria Elton,29,79345,49785,502448
Wayne Hopper,63,50996,89947,324240
Kimberly Boyer,56,47666,82564,581115
Ronald Kramer,28,57152,30175,7579
Robert Hedgpeth,55,35949,48154,405446
Donna Bratton,34,90127,49785,402815
Frank Weiler,40,72825,40064,189016
James Pontes,18,76452,80728,399463
Ernest Mcguigan,58,60406,29256,1017858
Danny Davis,20,47235,40064,75301
Edwin Kaiser,33,42933,49890,402041
Maria Capron,21,29532,61910,75558
Stuart Shurman,31,72037,62919,125979
Nathaniel Surface,50,77143,90214,647556
Joan Thorpe,59,130496,72096,380563
Brenda Barcia,20,38572,41995,132696
Nancy Knight,52,120693,31643,224430
Hayley Littlejohn,26,77710,61065,32552
Mario Honig,50,67118,48154,823885
Martin Johnson,41,77338,34618,391440
Archie Kio,26,71878,33968,381090
Kim Starks,46,28577,29256,66889
Frances Baines,32,37007,79775,30144
Margie Woods,21,77704,72096,49217
Stephen Shelton,49,158502,48154,1772210
Pablo Garcia,26,104581,41318,249568
Kelsey Marcus,37,30850,40445,25171
Hilda Glasper,57,35525,89947,591008
Albert Williams,50,37031,11251,351440
Sang Mcleod,28,122494,57129,32167
Edith Montes,44,116142,52566,1334235
John Bowen,59,60725,29256,1025520
Clarence House,26,99767,57067,688640
Cynthia Tango,42,53722,90214,46838
James Freeman,53,37078,41318,578910
William Gutierrez,63,52656,72096,701103
Richard Sparling,44,45825,40064,360415
Nancy Eckert,55,56596,41995,838722
Michelle Morrison,24,98819,85486,191519
Robert Waldrop,43,32841,70658,57517
Bradford Speights,61,95866,41318,347265
Michael Oliveira,20,54674,60059,22711
Michele Gould,56,70643,81722,1072193
Ellen Runion,34,123643,41318,863747
Brian Spain,42,36636,81162,324601
Mary Bothwell,65,51100,93287,241398
Aaron Gaudio,34,38904,92366,331132
Carla Brent,53,34539,34618,521401
John Schroeder,53,56911,29579,718120
Randal Carswell,32,52714,81162,350366
Theda Hopkins,62,50391,30175,854609
Paula Gunderson,43,73711,92366,100039
Riley Mclaren,26,145089,72096,631640
Sandra Witham,31,66673,31643,124140
Shanna Rojas,32,31481,92366,276902
Paul Talbott,33,19046,40064,34400
Joan Ryan,56,78142,61910,1113380
Joyce Canup,59,36597,81162,122434
Ernest Newcomb,26,42788,31724,118565
Andrew Taylor,59,56078,85486,374233
Kathi Petrson,43,17883,81162,110754
Tracy Federico,54,54374,57067,769767
Savannah Mckenney,46,63236,79775,871450
Brandon Taylor,63,65532,81162,863287
Mark Cribbs,41,43422,92366,350695
Alexandria Harris,55,126916,62919,2049921
Karen Vance,43,35948,34618,25102
Melba Hilliard,19,86393,48154,122951
Yolanda Harvey,53,66513,81722,708975
Marsha Biermann,44,111159,90214,413279
Lisa Wilson,61,66081,89947,672137
Liana Dibble,55,37590,89947,225101
Guillermo Knight,46,47596,81722,329656
Carrie Kunst,40,59853,30175,718859
Mary Daniel,33,135091,48910,949703
Eric Rivers,54,36948,59686,270201
Melissa Garrett,45,84612,40445,696682
Richard Dobson,31,22404,93287,82685
Duane Watt,58,75207,81722,741333
Aleta Tweedie,31,111694,53351,848842
Christopher Oldroyd,56,105843,33968,30376
Denise Allen,37,87751,82564,674807
Henry Mckee,57,38706,61065,367190
Penny Turner,54,97246,52566,541980
Sean Galeano,60,61385,93287,477668
Stephanie Coleman,41,75670,90214,76495
Darla Barr,21,81948,81162,132295
Alex Boehmke,53,53314,62919,255755
Jamie Rudzinski,65,146911,30175,78211
Emil Veal,44,34523,57067,151287
David West,33,22048,79775,54722
Joe Barker,60,81819,40445,782598
Sharon Leroy,20,37203,79775,184256
William Scott,38,79182,81722,61417
Britt Steele,29,36523,29256,4747
Elizabeth Musick,42,106101,41995,1062300
Rebecca Wagoner,62,34806,41318,418771
Jack Pagani,64,93488,48910,151305
Dean Williams,60,39926,72096,96494
Marcus Nest,46,39346,79775,328722
Christopher Lucarelli,38,38952,30175,376144
Jesse Schepens,51,92993,41995,441020
Maria Sullivan,47,49060,72096,490690
Millie White,57,51901,70658,693149
Anthony Caldwell,37,31853,30175,83693
Martha Aiken,28,39395,82564,106777
Miguel Maynard,59,37131,70658,397664
Byron Boone,33,39994,14100,294677
Frank Moroni,57,28085,14100,236972
Charles Macias,22,60437,41995,261186
Brandon Greenstein,34,38020,48910,226484
Joel Carter,31,25121,40064,17072
Robert Keenan,38,24159,23944,27108
Charles Speth,46,34515,23944,10477
Ted Hanson,55,38274,79775,65935
Kristine Mohabir,43,56964,72096,124532
Ana Turner,26,49903,90214,395626
Christopher Davis,18,62905,33968,312610
Jeffry Greene,21,74828,70658,330512
Evelyn Huddle,44,57346,79775,497423
Jose Lux,21,79574,59686,197390
Brenda Clough,58,67698,61910,931964
Jeffrey Burbridge,31,86248,33968,614881
Joyce Mauer,30,17723,34618,147244
Tona Davis,19,31464,82564,173274
Trudy Walls,23,86253,79775,39261
Carolyn Jones,30,47864,29256,349539
Edgardo King,55,41035,31643,459202
Lucas Clark,31,32005,89947,113741
Brian Enlow,24,118266,23944,703268
Victor Matheson,49,26297,41318,252419
Willie Miller,60,54808,59686,128280
Brett Newton,43,64382,33968,315066
Robert Garcia,32,69679,82564,489579
Renee Clawson,33,27372,59686,166799
William Baxley,31,63616,30175,426114
Beatriz Baadsgaard,44,41643,11251,199676
Jacob Vang,25,59267,60059,295403
Frank Meyers,29,79392,81722,350841
Laura King,40,35981,57067,276241
Dawn Boller,45,55903,80728,201130
Tasha Bergman,43,81799,85486,338010
Walter Romero,53,28573,90214,365368
Kevin Wilson,55,63227,57129,302898
Kerry Minton,59,44460,90214,85422
Benjamin Lama,44,33142,60059,250533
Carlos Mobley,45,22641,81162,195581
Dana Stovall,34,52759,49890,373941
Mike Dixon,54,60029,53351,813185
Betty Bembry,43,49983,61910,102657
David Deloach,53,70217,31724,958609
Andrea Scott,30,69295,30175,471752
Charles Abraham,24,97466,61065,30289
Luisa Nery,58,84191,90214,1074774
Patricia Calnick,50,58762,62919,40612
Maria Parker,62,29274,23944,214820
Curtis Sholders,50,88149,80728,1210181
Ashley Mandich,58,55396,81722,784876
Herbert Weymouth,60,51426,79775,323080
Brian Cruz,32,55945,59686,252269
Anna Edwards,48,42492,48154,470256
Cesar Maguire,55,66247,11251,386116
Stephen Hollander,19,29533,81722,53952
Robert Carson,24,122441,14100,337781
Antwan Noy,29,48345,31643,223351
